,Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,Fe
2633,Gushan,Skarn,brecciated ore,Sun et al 2019,,gk-29-09,2445.536783933705,1190.8413944534595,2000.0,919.9220434671095,1404.8453306530644,1170.5788867974932,41.67162405536655,198.04265053236958,98.32992849211671,48.70636277252291,17.959344555243927,
2634,Gushan,Skarn,brecciated ore,Sun et al 2019,,gk-29-10,1961.607010606441,1499.610304738013,2000.0,28078.21105669283,1861.3358153378726,599.2062797030686,22.85421825605643,82.30132778935547,41.944757433934264,18.190440787379593,12.383989070362254,
2635,Gushan,Skarn,brecciated ore,Sun et al 2019,,gk-29-11,4189.055819708547,925.143500577575,2000.0,676.2183471259914,1366.70864648684,1498.5900772891814,48.56765448399901,231.35207517199865,107.00209018743335,53.94523429090267,17.713584402074275,
2636,Gushan,Skarn,brecciated ore,Sun et al 2019,,gk-29-12,2606.9672170111157,862.2988134349423,2000.0,48693.94444335595,2226.0981224417933,282.2287653170552,6.0,30.89855128049718,22.032511614892183,5.442054999498057,8.616340024669599,
2637,Gushan,Skarn,brecciated ore,Sun et al 2019,,gk-29-13,4241.280849892551,1099.2219518524555,2000.0,767.164562879994,1371.664007514128,1566.8019144336974,36.879391731414536,237.80333562472617,114.86101180166725,53.940770707020604,19.638699527725407,
2638,Gushan,Skarn,brecciated ore,Sun et al 2019,,gk-29-14,2681.9638214931783,659.4895874149291,2000.0,52777.24365269992,2110.1189142140574,334.008067366087,6.0,31.263147642843162,24.981066702609255,6.072177597049623,9.375904578072259,
2639,Gushan,Skarn,brecciated ore,Sun et al 2019,,A23-01,3164.0,713.0,2000.0,68916.0,2359.0,428.0,6.0,49.0,30.5,8.3,7.7,
2640,Gushan,Skarn,brecciated ore,Sun et al 2019,,A23-02,3125.0,922.0,2000.0,54396.0,2129.0,561.0,6.0,82.0,56.6,17.1,9.0,
2641,Gushan,Skarn,brecciated ore,Sun et al 2019,,A23-03,3085.0,793.0,2000.0,62588.0,2157.0,510.0,6.0,83.0,44.7,11.6,7.9,
2642,Gushan,Skarn,brecciated ore,Sun et al 2019,,A23-04,4204.0,727.0,2000.0,54113.0,2042.0,894.0,6.0,138.0,64.1,17.6,9.3,
2643,Gushan,Skarn,brecciated ore,Sun et al 2019,,A23-05,3211.0,651.0,2000.0,78940.0,2390.0,382.0,6.0,29.0,28.4,6.7,6.8,
2644,Gushan,Skarn,massive ore,Sun et al 2019,,gs-3-01,13224.0,365.0,2000.0,1236.0,796.0,930.0,6.0,308.0,162.1,42.4,5.3,
2645,Gushan,Skarn,massive ore,Sun et al 2019,,gs-3-02,9929.0,352.0,2000.0,1204.0,783.0,294.0,8.95,253.0,165.0,39.5,5.1,
2646,Gushan,Skarn,massive ore,Sun et al 2019,,gs-3-03,11077.0,365.0,2000.0,1266.0,791.0,831.0,6.0,304.0,166.6,41.7,5.2,
2647,Gushan,Skarn,massive ore,Sun et al 2019,,gs-3-04,11777.0,384.0,2000.0,1207.0,802.0,808.0,6.0,302.0,166.3,41.8,5.1,
2648,Gushan,Skarn,massive ore,Sun et al 2019,,gs-3-05,12115.0,392.0,2000.0,1203.0,781.0,922.0,6.0,332.0,166.1,42.2,5.6,
2649,Gushan,Skarn,massive ore,Sun et al 2019,,gs-3-06,11504.0,390.0,2000.0,1218.0,791.0,819.0,6.0,312.0,163.7,40.0,5.3,
2650,Gushan,Skarn,massive ore,Sun et al 2019,,gs-16-01,12213.0,407.0,2000.0,1197.0,803.0,943.0,6.0,337.0,163.4,40.9,4.6,
2651,Gushan,Skarn,massive ore,Sun et al 2019,,gs-16-02,12122.0,405.0,2000.0,1270.0,803.0,690.0,6.0,320.0,169.7,45.7,5.0,
2652,Gushan,Skarn,massive ore,Sun et al 2019,,gs-16-03,11923.0,405.0,2000.0,1275.0,780.0,659.0,6.0,313.0,165.5,41.9,5.2,
2653,Gushan,Skarn,massive ore,Sun et al 2019,,gs-16-04,13983.0,482.0,2000.0,1228.0,796.0,1006.0,6.0,404.0,166.6,42.9,5.6,
2654,Gushan,Skarn,massive ore,Sun et al 2019,,gs-16-05,12636.0,419.0,2000.0,1235.0,774.0,926.0,6.0,291.0,165.9,41.1,5.0,
2655,Gushan,Skarn,massive ore,Sun et al 2019,,gs-16-06,10776.0,425.0,2000.0,1225.0,758.0,46.0,6.0,207.0,161.1,41.9,4.6,
2656,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-01,10284.0,945.0,2000.0,1306.0,1296.0,499.0,6.0,275.0,146.0,48.8,11.9,
2657,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-02,9931.0,810.0,2000.0,1415.0,1289.0,280.0,6.0,263.0,151.3,50.8,11.8,
2658,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-03,9622.0,949.0,2000.0,1416.0,1294.0,150.0,6.0,244.0,143.9,51.1,11.5,
2659,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-04,10048.0,951.0,2000.0,1191.0,1242.0,336.0,6.0,242.0,147.8,48.9,11.6,
2660,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-05,9572.0,934.0,2000.0,1064.0,1233.0,126.0,6.0,223.0,143.6,49.6,11.1,
2661,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-06,9336.0,947.0,2000.0,922.0,1272.0,427.0,6.0,275.0,145.5,50.4,12.3,
2662,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-30-07,9126.0,916.0,2000.0,1307.0,1294.0,333.0,6.0,266.0,149.5,51.3,11.1,
2663,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-32-01,9547.0,901.0,2000.0,1400.0,1358.0,403.0,6.0,260.0,143.1,48.9,11.6,
2664,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-32-02,8362.0,883.0,2000.0,1387.0,1329.0,268.0,6.0,247.0,143.6,49.7,11.2,
2665,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-32-03,9684.0,939.0,2000.0,1159.0,1315.0,614.0,6.0,271.0,145.9,50.1,11.7,
2666,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-32-04,10599.0,921.0,2000.0,1020.0,1261.0,562.0,6.0,277.0,147.9,53.2,11.4,
2667,Gushan,Skarn,vein-hosted ore,Sun et al 2019,,gs-32-05,10838.0,937.0,2000.0,1145.0,1256.0,613.0,6.0,292.0,148.8,47.2,11.8,
2668,Baixiangshan,Skarn,disseminated ore,Sun et al 2019,,BX3709-01,8634.0,2055.0,2000.0,120.0,3153.0,1054.0,28.75,27.0,17.5,55.5,31.4,
2669,Baixiangshan,Skarn,disseminated ore,Sun et al 2019,,BX3709-02,4136.0,924.0,2000.0,106.0,3137.0,910.0,24.25,17.0,16.3,53.9,30.1,
2670,Baixiangshan,Skarn,disseminated ore,Sun et al 2019,,BX3709-03,2233.0,562.0,2000.0,73.0,3064.0,966.0,30.88,25.0,16.8,56.9,31.8,
2671,Baixiangshan,Skarn,disseminated ore,Sun et al 2019,,BX3709-04,4577.0,1108.0,2000.0,86.0,2979.0,997.0,31.99,19.0,15.2,53.0,28.9,
2672,Baixiangshan,Skarn,disseminated ore,Sun et al 2019,,BX3709-05,3349.0,809.0,2000.0,80.0,3268.0,1051.0,29.82,24.0,16.6,49.5,28.4,
2673,Baixiangshan,Skarn,disseminated ore,Sun et al 2019,,BX3709-06,2558.0,896.0,2000.0,104.0,3170.0,844.0,28.38,15.0,16.0,48.8,29.0,
2674,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-6-01,1694.0,3542.0,2000.0,2368.0,1793.0,2618.0,14.78,364.0,46.8,49.3,18.4,
2675,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-6-03,1129.0,2106.0,2000.0,2935.0,1930.0,2175.0,6.0,247.0,60.4,46.4,22.7,
2676,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-6-04,1249.0,2175.0,2000.0,2953.0,1927.0,2186.0,6.0,233.0,59.6,47.4,20.8,
2677,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-6-05,790.0,1774.0,2000.0,2735.0,1896.0,2247.0,6.0,240.0,58.0,49.1,21.0,
2678,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-6-06,1268.0,1737.0,2000.0,2907.0,1875.0,2129.0,6.0,287.0,63.1,46.5,21.5,
2679,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-6-08,721.0,1226.0,2000.0,2291.0,1914.0,2063.0,11.41,255.0,57.2,45.9,20.5,
2680,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-22-01,987.0,2063.0,2000.0,2911.0,1934.0,2191.0,6.0,255.0,59.1,47.4,21.8,
2681,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-22-02,708.0,1624.0,2000.0,2657.0,1935.0,2236.0,9.96,269.0,58.2,49.6,22.4,
2682,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-22-03,1242.0,1813.0,2000.0,2906.0,1837.0,2097.0,19.96,273.0,61.7,46.0,22.9,
2683,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-22-04,997.0,1841.0,2000.0,2889.0,1883.0,2119.0,31.78,236.0,63.1,44.0,22.3,
2684,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-22-05,747.0,1652.0,2000.0,2065.0,1795.0,2190.0,22.75,223.0,49.1,44.7,18.1,
2685,Zhongjiu,Skarn,disseminated ore,Sun et al 2019,,ZZK-22-06,697.0,1495.0,2000.0,2609.0,1871.0,2068.0,6.0,280.0,61.3,44.4,22.6,
2686,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-01,23392.0,6944.0,2000.0,244.0,140.0,1322.0,11.65,41.0,76.6,8.0,12.8,
2687,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-02,47109.0,18385.0,2000.0,238.0,131.0,1311.0,15.92,57.0,76.4,8.0,12.9,
2688,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-03,52277.0,19525.0,2000.0,211.0,126.0,1221.0,13.46,50.0,75.7,8.2,11.9,
2689,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-04,10302.0,2149.0,2000.0,251.0,140.0,1288.0,21.52,64.0,80.1,8.5,11.5,
2690,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-05,10125.0,2361.0,2000.0,257.0,144.0,1352.0,17.26,105.0,81.2,7.8,12.7,
2691,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-06,8990.0,3379.0,2000.0,237.0,143.0,1288.0,8.44,175.0,81.9,7.1,11.8,
2692,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-07,11765.0,2837.0,2000.0,306.0,146.0,1321.0,11.37,105.0,80.9,6.4,12.0,
2693,Hemushan,Skarn,disseminated ore,Sun et al 2019,,HM2501-682-08,6168.0,575.0,2000.0,222.0,140.0,1335.0,12.97,42.0,80.2,10.5,11.8,
2694,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP402-49-01,5240.0,5670.0,2000.0,326.0,1516.0,2091.0,89.12,140.0,48.9,6.8,8.4,
2695,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP402-49-02,5311.0,5680.0,2000.0,336.0,1560.0,1894.0,25.92,116.0,41.6,6.4,7.0,
2696,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP402-49-03,4058.0,5177.0,2000.0,347.0,1559.0,1940.0,94.38,51.0,42.4,5.6,8.0,
2697,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP402-49-04,7411.0,6249.0,2000.0,349.0,1533.0,1955.0,14.14,162.0,46.9,7.9,7.5,
2698,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP402-49-05,5560.0,5767.0,2000.0,328.0,1554.0,2092.0,13.51,105.0,54.3,6.9,8.0,
2699,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP003-24-01,6165.0,6381.0,2000.0,372.0,1618.0,2101.0,6.0,229.0,56.9,5.7,7.7,
2700,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP003-24-02,5235.0,6173.0,2000.0,357.0,1573.0,2084.0,6.0,206.0,57.6,6.5,7.4,
2701,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP003-24-03,4928.0,5626.0,2000.0,372.0,1585.0,2067.0,6.0,206.0,56.8,5.9,7.6,
2702,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP003-24-04,4655.0,5006.0,2000.0,334.0,1537.0,1899.0,6.0,73.0,51.6,5.1,7.2,
2703,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP003-24-05,4310.0,5226.0,2000.0,347.0,1574.0,2127.0,29.14,76.0,47.1,5.7,7.4,
2704,Taipingshan,Skarn,disseminated ore,Sun et al 2019,,TP003-24-06,5177.0,5297.0,2000.0,344.0,1595.0,1891.0,6.0,248.0,42.4,6.3,6.7,
2705,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS401-439-01,12928.0,3052.0,2000.0,1229.0,99.0,652.0,6.0,36.0,80.4,2.9,5.7,
2706,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS401-439-02,11723.0,1840.0,2000.0,1030.0,101.0,600.0,6.0,23.0,75.0,3.8,5.3,
2707,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS401-439-03,14134.0,5853.0,2000.0,1198.0,49.0,670.0,6.0,115.0,82.7,3.6,7.3,
2708,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS401-439-04,12813.0,3476.0,2000.0,1132.0,101.0,597.0,6.0,62.0,78.8,3.1,6.7,
2709,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS401-439-05,13896.0,6758.0,2000.0,1132.0,58.0,727.0,6.0,113.0,79.2,3.2,8.9,
2710,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS002-8-01,12773.0,971.0,2000.0,1302.0,118.0,611.0,6.0,35.0,54.6,2.7,9.2,
2711,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS002-8-02,17519.0,3772.0,2000.0,1503.0,81.0,707.0,6.0,57.0,69.2,2.5,10.8,
2712,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS002-8-03,13646.0,3562.0,2000.0,1228.0,67.0,677.0,6.0,64.0,82.2,2.2,8.2,
2713,Longshan,Skarn,disseminated ore,Sun et al 2019,,LS002-8-04,12139.0,451.0,2000.0,1283.0,118.0,538.0,6.0,46.0,78.2,3.6,6.3,
2714,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1711-681-1,1520.0,2900.0,46000.0,4290.0,1823.0,1190.0,607.0,106.0,31.4,64.2,70.4,92.045
2715,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1711-681-2,570.0,2880.0,2000.0,5300.0,1754.0,1228.0,586.0,121.0,31.0,73.9,74.4,92.682
2716,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1711-681-3,550.0,1480.0,2000.0,1489.0,2347.0,1079.0,525.0,183.0,32.2,50.3,91.5,92.268
2717,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1712-1365-1,1370.0,3440.0,5800.0,1212.0,2424.0,1117.0,479.0,208.0,25.8,51.9,80.8,92.105
2718,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1712-1365-2,1780.0,3270.0,25400.0,7200.0,2495.0,867.0,542.0,195.0,29.2,57.9,86.2,92.159
2719,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1712-1408-1,890.0,3690.0,7800.0,6200.0,2464.0,908.0,529.0,161.0,27.6,60.2,82.3,92.485
2720,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1712-1408-2,384.0,1520.0,16100.0,2200.0,2466.0,633.0,613.0,77.7,23.9,47.5,66.4,92.084
2721,Hongniu-Hongshan,Skarn,Type 1,Peng et al 2021,,ZK1712-1408-3,1518.0,4900.0,46000.0,4290.0,2250.0,1190.0,607.0,106.0,31.4,64.2,70.4,91.802
2722,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1170-core1,1206.0,4390.0,4510.0,1560.0,2300.0,1403.0,1427.0,781.0,58.5,112.0,99.9,92.328
2723,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1170-rim1,716.0,5650.0,16900.0,857.0,2196.0,1298.0,1357.0,1270.0,53.1,104.4,94.2,91.803
2724,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1170-core2,2960.0,5350.0,13200.0,1940.0,2357.0,1727.0,1559.0,453.0,55.1,112.0,100.8,92.357
2725,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1170-rim2,1241.0,6860.0,5500.0,836.0,2176.0,1535.0,1409.0,680.0,49.5,101.1,98.7,91.849
2726,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-604-core1,330.0,1330.0,2000.0,973.0,2019.0,1114.0,555.0,90.0,38.0,75.0,79.7,91.903
2727,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-604-rim1,146.0,2200.0,2000.0,473.0,1983.0,631.0,546.0,420.0,28.4,64.0,55.0,90.373
2728,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-604-core2,405.0,940.0,2000.0,869.0,1809.0,1088.0,510.0,80.8,39.5,68.6,82.0,91.967
2729,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-604-rim2,233.0,1240.0,2000.0,525.0,1805.0,949.0,495.0,132.0,37.5,63.7,65.2,90.965
2730,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1306-1,61.4,917.0,2000.0,922.0,1790.0,1310.0,537.0,191.0,43.3,73.8,83.6,91.41
2731,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1306-2,2460.0,2260.0,36500.0,954.0,1823.0,1425.0,1466.0,710.0,18.9,102.6,111.2,91.868
2732,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-435-1,70.9,788.0,2000.0,668.0,1809.0,1006.0,555.0,140.0,39.4,83.4,86.5,90.116
2733,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-435-2,247.0,1480.0,2000.0,968.0,1738.0,1043.0,559.0,168.0,35.0,70.7,84.1,91.001
2734,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-435-3,284.0,1390.0,2000.0,856.0,2042.0,910.0,533.0,182.0,30.3,62.6,69.5,90.134
2735,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1711-435-4,71.1,678.0,2000.0,818.0,3360.0,743.0,1149.0,123.9,18.9,44.1,46.7,90.346
2736,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-1,58.6,661.0,2000.0,952.0,3273.0,735.0,1240.0,115.2,20.4,42.9,47.2,92.173
2737,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-2,60.7,641.0,2000.0,980.0,3320.0,673.0,1801.0,90.6,19.7,47.6,46.5,90.989
2738,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-3,64.8,656.0,2000.0,897.0,3282.0,723.0,1043.0,111.3,18.4,42.0,46.8,90.328
2739,Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-4,60.4,710.0,2000.0,1111.0,2447.0,839.0,483.0,148.4,29.0,53.1,73.7,91.778
2740,Hongniu-Hongshan,Skarn,Type 3,Peng et al 2021,,ZK1711-98-1,4210.0,461.0,2000.0,11.0,3.4,5693.0,19.9,1748.0,48.7,8.2,35.2,91.746
2741,Hongniu-Hongshan,Skarn,Type 3,Peng et al 2021,,ZK1711-98-2,4400.0,547.0,2000.0,11.0,3.88,5700.0,6.0,1808.0,46.4,8.4,35.7,92.004
2742,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-01,3907.5467685349895,6649.63278370057,3072.1205806085777,597.6620639402197,21.6727581032668,13658.280636690983,6.0,6968.152206844652,4.713729928505549,33.367951326676696,28.81817535491416,
2743,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-03,3612.6352490986224,7015.594089773479,2000.0,1088.9396977233773,43.65528911289613,14038.649843852267,49.073584894131,6858.643163923602,4.950894621507259,33.074568862661856,31.483937919382562,
2744,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-04,3373.4127642532944,6963.566263495372,3056.5383600116365,917.8222672703331,34.43080991096537,14010.44118008168,24.657339973932633,6562.768756673191,5.658598283620143,32.287998525983866,28.945336835320067,
2745,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-05,3350.2786126546043,7464.746374912171,2438.803373621774,891.9811444231859,29.109210675208224,13223.271283674136,14.172714087367288,6882.52643277377,5.892567823568657,31.619090603471957,30.56279475907658,
2746,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-06,3650.0185726298937,8619.876073539313,3916.2291487343505,1199.3160486887616,47.445562874756405,13884.618363051484,60.76884678290181,7605.74525378676,5.999729647595625,34.01544095172905,36.23962434761492,
2747,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-08,3091.2538949841287,5724.710267323704,3287.2464242134483,479.1589620252582,23.55277758532029,11299.12843082825,33.99903563917783,5814.4936904958,5.1291264318998655,35.22266553723254,30.684028657897212,
2748,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-09,3408.524245666653,5973.685956394604,2000.0,521.9699108735665,18.762274949131385,12515.753760569653,6.0,6266.905029859976,5.353578919236768,33.951656634870254,29.407930770821096,
2749,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-10,3750.8578056891124,5847.158898513548,4074.8574337220416,619.9191498722209,20.53275682107965,13173.781390802771,6.0,6324.571446030491,5.017607346727491,32.7316065877472,30.726379136861464,
2750,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-11,3478.0663133129497,5584.367044705975,3912.650017830293,486.66467571440216,15.481645634022675,12472.11633288008,6.0,5963.332970781598,5.196857947596367,40.723449898957064,31.288243931232127,
2751,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-12,3561.7394118253815,5629.171715193106,3641.8741888887516,508.30169819775125,19.354739815618007,12570.06078070473,32.90341976738708,6019.219624639176,4.899424339730788,39.60962867444462,32.82046339214469,
2752,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-13,3229.849190592129,5344.264426272846,3946.2624900094042,433.8747897193627,14.864635643029649,11843.133785693699,14.691410146013718,5453.770041144675,4.249556324600303,39.22534059547799,29.893010203312457,
2753,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-14,2550.149365495421,3674.651636490386,4267.369942278932,99.0567698696187,8.193863563284,11274.497038735086,6.0,5211.425070942354,4.605900740579603,40.30565552107794,34.802137623589815,
2754,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-15,3162.279543881433,4061.2595524000244,3663.4949162861353,146.71538941116694,10.487948572312183,11996.961977786956,6.0,5779.657344695376,5.0337773017502965,37.652274278495874,30.325680006804365,
2755,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-16,3442.668388452586,4574.27482161268,3035.556966769773,262.92351691939473,14.21403739334025,12758.671793124648,6.0,7185.193464500002,5.296541929115533,43.84353445965119,35.46640337950368,
2756,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-17,1929.7367790092858,3381.489786418084,2000.0,53.90024607875672,4.825012529438524,10594.826682912151,6.0,4793.187442238515,5.499107357438864,86.91544265865025,37.59544702056358,
2757,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-18,1856.5135247652815,3205.863303876686,2621.853330708449,29.161246736155153,3.0569918227002058,9572.239311248191,6.0,4633.063180125908,5.441343515974764,94.76682048678421,35.654901551343826,
2758,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-19,1933.9898011727892,3502.08292900052,2167.56807145891,39.241694920850065,2.6043273352410736,9811.605201946279,6.0,4279.7028382148765,5.787041672869053,89.3386130730264,38.54430352360728,
2759,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-20,2143.278683395935,4253.128910126942,2701.042130815712,58.16150376319305,10.65355533277354,10234.098642371306,6.0,4772.423385794802,4.984152755520768,74.61075705919205,35.050390001809305,
2760,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-21,2503.512084765739,4086.4918014260697,2849.4530927155774,60.21299742031208,7.164980960345076,10575.197594746696,6.0,4858.955884648279,4.703616370868077,37.14610436671797,31.519082518234644,
2761,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-22,2556.7738207802877,4071.7845434582327,4672.716014552869,53.429583973236305,6.023000402610996,10878.472787407638,6.0,5307.040013462273,4.286631871520715,36.18641055676716,36.447784707790134,
2762,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-23,2610.3387445830003,3992.671152406767,4423.395331219556,70.3885516717937,8.99349770280906,10849.771621651424,6.0,4972.367334784715,4.370751994797139,39.14718782954845,30.23298667869763,
2763,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-24,2536.8432230352087,4297.183571533303,3633.7644789567253,80.23232441871954,8.171082699670926,11055.388969758555,6.0,5269.507037733377,4.489159819697432,37.26788307805468,32.46649340791032,
2764,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-25,2471.1709566752643,4192.507963360593,2827.120666519255,63.092733563516674,6.270422447343165,11491.79851993157,6.0,5269.206604862196,4.813032756616397,39.90120627938044,30.753184668583014,
2765,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-26,2897.007310386583,4258.476600460443,3374.5151315406533,65.35705828057874,6.493319424747402,12062.413104458104,6.0,5323.695656086989,4.697456756085432,35.76471466498064,31.263505861094686,
2766,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-27,2926.53082933983,4269.056824092325,3266.720657424014,118.75308067287426,10.615169231055969,11858.303587019756,6.0,5535.21421704326,4.589990533739349,33.58528091449087,30.162440524515866,
2767,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-28,3261.968878762081,5504.2086981540615,3601.137543532158,220.65903059199547,15.939376520237733,11735.915341994742,6.0,6377.783182441312,4.706845652082266,38.40721661810112,34.404429473498496,
2768,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-29,3255.4307024585078,4816.882459980689,3640.731677915514,228.4541207210022,14.229628482307756,11665.762141821155,10.043542269735049,5848.913409876568,4.715130114800348,33.01428963313306,27.02139185177467,
2769,Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-30,2538.355778302247,6538.01626572878,2266.0856449407665,660.4776891554403,34.2055759683653,10256.948857283845,19.944097925265694,6073.968004936402,4.613319977536366,31.156110829986375,30.38464546786438,
