Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,umap_3,umap_4,umap_1,umap_2,hdbscan
Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-1,58.6,661.0,2000.0,952.0,3273.0,735.0,1240.0,115.2,20.4,42.9,47.2,10.776444,10.214328,1.292021,15.759823,2
Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-2,60.7,641.0,2000.0,980.0,3320.0,673.0,1801.0,90.6,19.7,47.6,46.5,10.689792,9.890397,1.3407674,15.798759,2
Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-3,64.8,656.0,2000.0,897.0,3282.0,723.0,1043.0,111.3,18.4,42.0,46.8,10.8519125,10.2894945,1.2336043,15.817266,2
Hongniu-Hongshan,Skarn,Type 2,Peng et al 2021,,ZK1712-1040-4,60.4,710.0,2000.0,1111.0,2447.0,839.0,483.0,148.4,29.0,53.1,73.7,10.671789,10.664602,1.1453352,15.523334,2
Hongniu-Hongshan,Skarn,Type 3,Peng et al 2021,,ZK1711-98-1,4210.0,461.0,2000.0,11.0,3.4,5693.0,19.9,1748.0,48.7,8.2,35.2,11.61193,9.979881,0.9024512,-9.144281,-1
Hongniu-Hongshan,Skarn,Type 3,Peng et al 2021,,ZK1711-98-2,4400.0,547.0,2000.0,11.0,3.88,5700.0,6.0,1808.0,46.4,8.4,35.7,11.711241,9.74771,0.90378463,-9.145051,-1
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-01,3907.5467685349895,6649.63278370057,3072.1205806085777,597.6620639402197,21.6727581032668,13658.280636690984,6.0,6968.152206844652,4.713729928505549,33.367951326676696,28.81817535491416,12.211478,10.729332,5.1646013,-11.613591,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-03,3612.6352490986224,7015.594089773479,2000.0,1088.939697723377,43.65528911289613,14038.649843852269,49.073584894131,6858.643163923602,4.950894621507259,33.074568862661856,31.48393791938256,11.674868,10.900542,5.0980854,-11.531473,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-04,3373.4127642532944,6963.566263495372,3056.5383600116365,917.8222672703332,34.43080991096537,14010.44118008168,24.657339973932636,6562.768756673191,5.658598283620143,32.287998525983866,28.945336835320067,12.139736,10.562599,5.1357284,-11.572373,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-05,3350.2786126546043,7464.746374912171,2438.803373621774,891.9811444231859,29.109210675208224,13223.271283674136,14.172714087367288,6882.52643277377,5.892567823568657,31.61909060347196,30.56279475907658,12.00138,10.848223,5.1255064,-11.562217,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-06,3650.0185726298937,8619.876073539313,3916.2291487343514,1199.3160486887616,47.445562874756405,13884.618363051484,60.76884678290181,7605.74525378676,5.999729647595625,34.01544095172905,36.23962434761492,12.018989,10.720356,5.1207857,-11.557817,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-08,3091.2538949841287,5724.710267323704,3287.2464242134483,479.1589620252582,23.55277758532029,11299.12843082825,33.99903563917783,5814.4936904958,5.1291264318998655,35.22266553723254,30.68402865789721,12.404012,10.649358,5.1361384,-11.573863,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-09,3408.524245666653,5973.685956394604,2000.0,521.9699108735665,18.762274949131385,12515.753760569653,6.0,6266.905029859976,5.353578919236768,33.951656634870254,29.407930770821096,12.032664,10.48241,5.17322,-11.619518,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-10,3750.857805689112,5847.158898513548,4074.8574337220416,619.9191498722209,20.53275682107965,13173.781390802773,6.0,6324.571446030491,5.017607346727491,32.7316065877472,30.726379136861464,11.964124,10.445118,5.1752367,-11.623138,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-11,3478.0663133129497,5584.367044705975,3912.650017830293,486.66467571440216,15.481645634022676,12472.11633288008,6.0,5963.332970781598,5.196857947596367,40.72344989895706,31.288243931232127,12.530128,10.649124,5.174216,-11.621812,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-12,3561.739411825381,5629.171715193106,3641.874188888752,508.3016981977513,19.354739815618007,12570.06078070473,32.90341976738708,6019.219624639176,4.899424339730788,39.60962867444462,32.82046339214469,12.423358,10.863382,5.12507,-11.562713,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-13,3229.849190592129,5344.264426272846,3946.262490009404,433.8747897193627,14.864635643029647,11843.1337856937,14.691410146013718,5453.770041144675,4.249556324600303,39.22534059547799,29.893010203312457,12.209191,10.823586,5.1319885,-11.572635,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-14,2550.149365495421,3674.651636490386,4267.369942278932,99.0567698696187,8.193863563284,11274.497038735086,6.0,5211.425070942354,4.605900740579603,40.30565552107794,34.802137623589815,12.517942,10.279914,5.230455,-11.694547,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-15,3162.279543881433,4061.259552400024,3663.4949162861353,146.71538941116694,10.487948572312185,11996.961977786956,6.0,5779.657344695376,5.0337773017502965,37.652274278495874,30.325680006804365,12.287712,10.704883,5.2084727,-11.667571,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-16,3442.668388452586,4574.27482161268,3035.556966769773,262.9235169193948,14.21403739334025,12758.671793124648,6.0,7185.193464500002,5.296541929115533,43.84353445965119,35.46640337950368,12.095753,10.793938,5.1844687,-11.635352,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-17,1929.7367790092856,3381.489786418084,2000.0,53.90024607875672,4.825012529438524,10594.826682912151,6.0,4793.187442238515,5.499107357438864,86.91544265865025,37.59544702056358,12.09212,10.380176,5.216557,-11.682601,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-18,1856.513524765281,3205.863303876686,2621.853330708449,29.161246736155157,3.0569918227002058,9572.239311248191,6.0,4633.063180125908,5.441343515974764,94.7668204867842,35.654901551343826,12.179825,10.305881,5.2350893,-11.70484,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-19,1933.9898011727887,3502.08292900052,2167.56807145891,39.24169492085007,2.6043273352410736,9811.60520194628,6.0,4279.7028382148765,5.787041672869053,89.3386130730264,38.54430352360728,11.838418,10.537785,5.2363467,-11.706347,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-20,2143.278683395935,4253.128910126942,2701.042130815712,58.16150376319305,10.65355533277354,10234.098642371306,6.0,4772.423385794802,4.984152755520768,74.61075705919205,35.050390001809305,12.148386,10.545559,5.2421255,-11.712927,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-21,2503.512084765739,4086.4918014260697,2849.453092715577,60.21299742031208,7.164980960345076,10575.197594746696,6.0,4858.955884648279,4.703616370868077,37.14610436671797,31.519082518234644,12.472429,10.338187,5.2465053,-11.712523,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-22,2556.773820780288,4071.7845434582327,4672.716014552869,53.42958397323631,6.023000402610996,10878.472787407638,6.0,5307.040013462273,4.286631871520715,36.18641055676716,36.44778470779013,12.412769,10.361001,5.246412,-11.722832,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-23,2610.3387445830003,3992.671152406767,4423.395331219556,70.3885516717937,8.99349770280906,10849.771621651424,6.0,4972.367334784715,4.370751994797139,39.14718782954845,30.23298667869763,12.53696,10.464895,5.2353497,-11.704381,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-24,2536.8432230352087,4297.183571533303,3633.764478956725,80.23232441871954,8.171082699670926,11055.388969758556,6.0,5269.507037733377,4.489159819697432,37.26788307805468,32.46649340791032,12.653253,10.437052,5.233463,-11.701486,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-25,2471.1709566752643,4192.507963360593,2827.120666519255,63.092733563516674,6.270422447343165,11491.79851993157,6.0,5269.206604862196,4.813032756616397,39.90120627938044,30.75318466858301,12.1799755,10.583813,5.232889,-11.701078,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-26,2897.007310386583,4258.476600460443,3374.5151315406533,65.35705828057874,6.493319424747402,12062.413104458104,6.0,5323.695656086989,4.697456756085432,35.76471466498064,31.26350586109469,12.399183,10.649306,5.2332225,-11.70366,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-27,2926.53082933983,4269.056824092325,3266.720657424014,118.75308067287426,10.615169231055969,11858.303587019756,6.0,5535.21421704326,4.589990533739349,33.58528091449087,30.162440524515866,12.490969,10.779886,5.227661,-11.6927185,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-28,3261.968878762081,5504.2086981540615,3601.137543532158,220.65903059199547,15.939376520237731,11735.915341994742,6.0,6377.783182441312,4.706845652082266,38.40721661810112,34.404429473498496,12.670982,10.755118,5.179105,-11.627595,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-29,3255.430702458508,4816.882459980689,3640.731677915514,228.4541207210022,14.229628482307756,11665.762141821157,10.043542269735047,5848.913409876568,4.715130114800348,33.01428963313306,27.02139185177467,12.378243,10.447195,5.168539,-11.615689,21
Huangshaping,Skarn,Magnetite in medium-grained garnet,Ding et al 2018,,11HSP63-30,2538.355778302247,6538.01626572878,2266.0856449407665,660.4776891554403,34.2055759683653,10256.948857283844,19.94409792526569,6073.968004936402,4.613319977536366,31.15611082998637,30.38464546786438,12.116001,10.767394,5.151341,-11.58831,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-01,974.2712497586548,738.5082790579636,6006.660104115838,49.39342649757722,11.56001179721247,10380.997760342114,6.0,1941.0313232645187,2.7817518172116427,65.35370351966084,43.453088617678034,12.273471,10.034556,5.433319,-12.185047,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-02,1199.3374283649007,1046.716282084978,4515.851277856882,67.35185911820868,15.916875518696878,11338.796189794615,12.08737137639048,2269.530655192301,2.890081213054771,81.26364932615675,43.09782138512792,12.553402,10.150756,5.479164,-12.258943,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-03,1108.5209840434704,820.4216503256597,6258.918912385815,57.81493431163358,13.939899351513889,11157.77113493396,9.873593563150566,2119.619215947645,3.2642299257468466,65.56694974858232,45.8401148234925,12.739943,10.15117,5.475364,-12.252066,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-04,1626.269983229539,916.4569294719264,8371.681674189775,90.97067920245448,14.453976572940569,10807.306035088395,597.2538934164978,1939.51998550988,3.1166785476077044,46.678895348562186,45.70418403391518,12.907082,10.254507,5.4906564,-12.285076,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-05,948.2663608751496,896.4049445419485,3181.7929848932554,100.8286769661874,13.682818739476694,10059.32893216887,6.0,2031.458594966908,2.7173162175509877,60.34528990375693,42.1160340460352,12.379324,10.110416,5.4384694,-12.175472,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-06,1372.650659695163,1297.1720566569534,8508.309915816866,96.8060263150902,14.957399518896588,7106.144158629892,106.74357934352736,1358.374236076546,2.2219489532924666,64.09773599453266,45.266241035558686,12.686653,10.217739,5.4904366,-12.283504,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-07,1264.0650902641987,969.8147324887276,5824.157355264484,79.9328269324596,14.52442846656171,10012.220389119742,328.762857159306,1794.6597657967277,2.731644221063504,39.539405193693206,44.03715431757885,12.714872,10.563503,5.4883223,-12.279143,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-08,966.0110195866152,819.9663733460229,5312.571304340511,78.50567241358216,15.112600129302637,9855.01844781966,66.63269063282182,1807.9868041939403,3.126353052155035,36.45459694979334,41.93743354286186,12.9536295,10.335201,5.4867973,-12.275611,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-09,1048.5927441876545,894.7104422794072,3930.3086141679632,101.69639179162648,15.122486918079112,10037.132333567472,71.2559004697236,1984.799203549224,2.475005005959605,43.86133318873329,38.1423564555487,12.345262,10.568691,5.485758,-12.2732315,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-10,1900.1256921557765,2770.649107134037,9130.462759149284,78.43052360844516,13.272932140564514,9313.740350624408,68.35904356568736,1647.0435167596777,3.1661145291141675,37.77745963873288,41.384657837494686,12.848161,10.200016,5.491647,-12.285756,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-11,934.6171889732892,829.4811302964259,4057.4796480268487,98.13630733000036,13.866854981181318,8433.793489914875,56.57687979262427,1520.0037701434917,2.3655040990362552,51.36366280834385,40.51542845286471,12.352308,10.151528,5.486965,-12.275312,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-12,1475.7389788222506,978.96116860823,7134.957640724394,89.13103346785164,14.587816941800542,7508.279771101797,70.21601922820894,1373.997048078705,2.033422759850597,56.56007284776828,37.75154354261147,12.813652,10.430634,5.4916553,-12.28427,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-13,1347.4655318209984,1036.3841054771044,7963.869528769794,79.79030671028511,14.071024194557207,9486.016010754483,126.07642266274205,1600.1337211067414,3.1542574545760065,31.89167295965484,39.68225815414112,12.939351,10.204133,5.490964,-12.283968,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-14,1779.034591819181,1451.7122313425384,7058.654490364693,85.93396591223413,14.562136879722852,9023.625574654588,166.82598890734354,1686.2435349091206,2.599004073260381,55.05818786923844,38.0530800185678,12.805169,10.604914,5.482334,-12.275083,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-15,3487.327397659496,1809.053177225833,14985.560783377225,89.23760885740938,17.0799633220836,8689.548063058348,204.59665552299987,1570.7474788132572,2.617135478820763,56.712360372039534,39.097434672069625,12.691527,10.2624445,5.489034,-12.281053,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-16,2261.7455288243686,1388.9096333585735,11243.188340412446,80.1747912056532,15.131391019412009,6213.0041428953455,87.7317478609363,1122.4962784742957,1.84109165860882,59.14878010435012,38.83712134933956,12.657888,10.128543,5.490534,-12.283739,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-17,998.5286005996973,768.0869401721072,6118.474974000153,83.0226196536593,14.788698545263127,8407.761573222968,421.07388147381977,1713.3335309873248,2.2453069681267004,51.9168484616448,42.37679444668344,12.812912,9.9752865,5.4857416,-12.273482,21
Huangshaping,Skarn,Magnetite in coarse-grained garnet,Ding et al 2018,,12HSP07-18,1064.628394060278,810.0154907337125,5593.750340545764,59.33625622512994,12.47612068706277,7591.595436232412,205.3647851557394,1669.580564234096,2.52557500459623,28.13657923569817,38.21294632084768,12.473721,10.4833555,5.4938736,-12.284993,21
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-01,744.1547185014268,4329.137239329476,17836.47425690158,124.58918189981986,10.32468372762182,1741.5372794870534,24.76675635037355,292.8637227964657,1.0,2.804278591576056,101.45416611791264,12.75531,9.548776,27.322577,4.8918486,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-02,166.83304938244635,1732.752656319127,18140.91816401825,151.3666183842864,10.69357540340238,1266.1574065905147,29.58962995676142,167.18231521095902,1.0,3.1225029809679525,91.17296759075424,12.414638,9.474131,27.324915,4.8943233,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-03,70.23376128478752,1073.222701581481,13193.6750453792,147.25767039042069,11.06497496598224,1176.9007445853458,16.147860213207704,201.24539947269872,1.0,2.6775369081613394,85.42070158643348,12.487187,9.032388,27.326124,4.8946114,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-04,119.07859378297042,2137.6525183986923,20744.13236537658,151.4960520704799,11.49075366855054,2158.206641838261,15.83579405487226,968.6916638315308,1.0462041846904018,4.539845340452807,94.24438808201332,12.665547,9.565563,27.333593,4.901673,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-05,37.66735602213027,1753.3456412413225,8257.682592588228,124.04491556550632,10.349834129423954,1330.9279474170453,23.106338190251687,414.4576047843032,1.0,2.0,87.68656050126089,12.305187,8.999526,27.324898,4.8935256,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-06,112.68560111640704,2495.163284991322,13542.953713083674,136.7754106869683,8.89229087979114,1512.0497905270786,10.483200095171304,439.80361543361744,1.0,2.1036265548388267,89.91866458593444,12.776991,9.441397,27.325499,4.8942523,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-07,81.66406828297431,1654.8515332104446,4440.866265483298,264.140768199633,13.317330445991931,1982.7120879879935,18.73295724186257,1029.1578394596297,1.0,3.34575980694355,89.51831166982987,11.929773,9.485619,27.326391,4.8951626,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-08,96.51444831724744,1851.3298012793764,5514.688896775005,191.99659887175164,11.480619334203924,2137.709477136242,25.251009661681323,1157.16899555519,1.0,2.0,88.98375733139137,12.223555,9.2994175,27.321356,4.8905573,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-09,158.29027840339845,2475.035468900603,17938.631246758177,89.96816866733433,7.68336163500574,2475.341953153999,6.0,1087.8685500421966,1.0,3.986866799367678,96.26040394048673,12.616772,9.700951,27.327461,4.8960023,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-10,4.564194138781343,1715.551091467587,5929.223446066691,200.26132297289345,11.711120592290497,2131.452290308814,16.147921650325344,1283.0844781944108,1.0036320748541947,5.287411758156964,129.68234368172295,12.017698,9.489148,27.31846,4.8879113,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-11,69.19851727872766,3212.275054238473,19894.536803743667,63.26671408343781,5.576867639049592,2157.6474755969803,6.0,1418.4296315492404,1.4522206758826524,2.0,135.81645222672168,12.482314,9.520542,27.325073,4.8940573,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-12,100.46195011981092,2473.782186322657,18268.74692873701,214.9639023147444,16.800955434157697,2650.5154718278,8.358102669844962,1716.5130802852127,1.218331534719845,2.2003475143864226,127.21852962987649,12.659062,9.279661,27.324823,4.8938966,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-13,95.38666922898662,3023.3849126962286,9917.609828743149,281.0345050289743,24.90338890671298,2055.476574717417,6.0,1212.5390630887562,1.4292355407067234,5.925217635717444,111.86415045365614,12.514087,9.665189,27.324793,4.8938966,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-14,668.1522280438874,4730.2977173833415,12656.521024935511,410.8174556121435,27.00464346082879,3152.579034410544,6.0,2288.526796934592,1.347299018176257,13.538765975605733,114.2188209575789,12.403824,9.631547,27.325294,4.89451,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-15,105.22228665457207,3706.04491341074,22182.366224632624,189.29415466107503,11.829745512522852,2093.964539956537,8.254720754914795,983.2647450900898,1.16988624639962,2.883734085730326,130.0538283247313,12.688761,9.388281,27.325377,4.8944,-1
Huangshaping,Skarn,Magnetite in tremolite,Ding et al 2018,,11HSP28-16,279.4794343404983,3783.5031905543583,21713.473180583867,221.3446674769204,12.54842200281356,2143.854253264446,12.519824887049722,824.4113102589874,1.1294207240622554,3.418060166018356,122.34432774447582,12.288927,9.576662,27.32573,4.8946557,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-01,421.2751233477228,1195.436117059155,12895.69768792084,11.5459223057503,2.8209101917111274,4969.071534031655,6.0,539.94595557131,1.0,2.0,7.382331474394929,12.924934,8.872244,26.838072,4.4703913,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-02,498.6406555045818,1465.399483333202,15881.71363258358,16.9943724531223,3.04369758721421,4826.057907674297,9.667339570311054,608.089239552048,1.0,2.0,12.549803336491326,13.135858,9.258251,26.832748,4.4672046,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-03,616.4382354752855,2467.1831678921367,22582.989614163613,21.38703079969104,4.461578290584545,3631.6523058124944,6.0,389.1658130980669,1.0,2.0,36.23533191551736,12.940768,9.118357,26.833757,4.4680486,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-04,458.6115119495224,1242.653946968269,10228.673589526688,70.15422377292236,6.767811628208542,4508.257537220443,6.0,539.0005872153519,1.0,2.0,14.613099538023883,12.8721075,8.947991,26.83445,4.4693723,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-05,1362.4097109306397,2173.1903855252413,22491.11533900985,11.0,2.0,5429.704326273123,6.0,628.3703627494098,1.0,2.315050446807343,2.807541379583649,12.983627,8.606369,26.8356,4.469695,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-06,625.7805969504177,1747.675134136735,17120.423233158457,48.13666827877466,5.483695297917947,4145.241554726047,9.479103261726111,565.9786054286484,1.0,2.0,17.792319769110595,12.812026,9.246759,26.833324,4.467923,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-07,1445.8664658191,2033.5887928149357,19552.33626084644,11.0,4.328128286180768,5069.968284490651,18.10353153733409,626.4311561830951,1.0,2.0,7.19183621146577,13.016209,8.874205,26.83565,4.469864,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-08,1068.080653802541,1891.7942675657196,18102.78431718026,22.89205467572396,3.279730999126361,4346.594531957269,6.0,545.3641221044228,1.0,2.0,17.118943838662897,13.346977,9.20432,26.83505,4.4693213,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-09,598.8029818334462,1385.6096095298092,17943.79288330765,11.0,2.0,4594.603850272592,6.0,624.3377998876517,1.0,2.0,8.6991423108299,12.937709,9.025098,26.835512,4.470324,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-10,468.35442406368514,1335.8525064986864,12676.49252594754,40.81628953671461,5.2218962412997065,3740.1158697120336,13.734152674671348,432.59329390918543,1.0,2.0,18.864249740147407,12.848531,8.875948,26.83396,4.468496,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-11,1400.7459926874212,2075.1630745065445,19763.274894960603,20.291024337560543,12.18544698665685,4502.773097528611,15.69825468972086,477.14957117297246,1.0,2.0,14.634082580056448,12.996652,9.17677,26.83428,4.4693165,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-12,743.352894179698,1744.5591068732065,20991.10620239968,11.0,2.0,5906.726426950224,7.0866977584190805,693.2457798758055,1.0,2.0,6.483323540149974,12.84966,9.244262,26.83628,4.470413,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-13,531.150867554258,1077.9286964632863,12019.30291888042,43.35099018492112,6.372423128530895,3441.073634432524,6.0,428.9551286325638,1.0,2.0,21.339502207770927,12.842444,8.815291,26.834637,4.469891,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-14,1218.2402461355082,2784.519592076372,29486.70416806469,11.0,5.050938897561826,3459.4201580321164,12.957677482269949,495.0572964283105,1.0,2.0655506033737683,12.573497463937588,13.078378,9.035473,26.8337,4.468547,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-15,1517.863065827138,3887.770231146501,31145.917113364198,20.988961904894136,8.461202750094904,386.3808873059657,19.26965400601785,94.23055586039963,1.0,2.0,25.32271879110746,13.00793,9.125199,26.831152,4.4710336,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-16,564.3988676893705,1483.9146018569977,17989.775720005076,11.0,2.0,4850.012574066223,6.0,596.7792613651936,1.0,2.0,9.249582550970503,12.975318,8.658603,26.839159,4.4728007,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-17,1624.488211144296,2009.4644293492809,25721.433480687363,13.32448711008845,4.331217998816418,4801.547491577167,15.858043048708096,508.4993763651005,1.0,2.0,17.770250669047595,13.001685,9.381074,26.835241,4.470355,-1
Huangshaping,Skarn,Magnetite in bulk iron ore,Ding et al 2018,,12HSP17-18,1132.9902189169736,2016.9849430718384,29774.05745718926,45.097481479724216,13.755943052753205,2829.952015657341,12.730475262837844,459.81166509357473,1.0,2.0,16.170960605749833,12.768749,9.086562,26.831018,4.467217,-1
Huangshaping,Skarn,Magnetite in calcite,Ding et al 2018,,11HSP39-01,1719.8632869837545,2090.482132399924,2523.8104991430746,286.7682573954145,20.532732123783877,3035.282470733844,11.617063832039284,2536.685022462128,5.560281868940959,78.60462773601172,16.249492204841673,12.122281,10.186776,4.216678,-9.395199,21
Huangshaping,Skarn,Magnetite in calcite,Ding et al 2018,,11HSP39-02,2037.73523137342,3740.10196254014,2000.0,222.55062002128744,19.108058337719555,3200.806342071582,21.28436293554172,5400.505463953095,7.373893709305887,73.12751639965688,22.55436242237819,12.106011,10.549547,4.2152214,-9.391397,21
Huangshaping,Skarn,Magnetite in calcite,Ding et al 2018,,11HSP39-03,1341.0094167206355,3378.7391409564098,3301.178825849537,267.62975081132385,25.77118318803862,2472.8962529708965,6.0,4101.939747000459,5.881695459454178,82.62121120912944,21.207450029835456,11.995307,10.2753525,4.216413,-9.397275,21
Huangshaping,Skarn,Magnetite in calcite,Ding et al 2018,,11HSP39-04,1588.6750380977344,3287.593232859694,2037.848525195482,288.840064725708,25.067681097062216,2904.9867480694725,6.0,4480.065442192546,5.977979677230548,76.7207585199538,19.38700746553474,11.693855,10.487731,4.2147408,-9.39815,21
Huangshaping,Skarn,Magnetite in calcite,Ding et al 2018,,11HSP39-05,1825.0984642731137,3811.992492121196,3383.188390394399,250.86078786685,18.68255252660325,3131.284060930469,29.601418869309192,5045.528772531584,5.595584861203751,67.89617052861708,18.29491241362852,12.246891,10.527453,4.219524,-9.398644,21
Huangshaping,Skarn,Magnetite in calcite,Ding et al 2018,,11HSP39-06,1155.9830769226053,3961.5192061862977,2000.0,282.7367528061566,25.029447388095708,2199.322970563413,14.1311421266369,3624.131892219813,5.739986923270621,78.1812567246823,26.659173785435858,11.872351,10.665647,4.2194076,-9.397932,21
