Location,Model,Type,Reference,Lithology,Sample,Mg,Al,Si,Ti,V,Mn,Cr,Zn,Co,Ni,Ga,umap_3,umap_4,umap_1,umap_2,hdbscan
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-3,6240.0,1599.0,4100.0,882.0,1041.0,1449.0,6.0,204.0,157.0,144.8,10.7,7.784321,9.799205,-1.7878283,-6.9271946,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-4,6170.0,1643.0,4300.0,867.0,1016.0,1434.0,6.0,205.0,155.8,147.6,12.3,7.5982957,9.814708,-1.7972515,-6.9256005,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-5,6380.0,1711.0,4100.0,767.0,1039.0,1448.0,6.0,211.0,164.0,144.0,11.4,8.078269,9.895896,-1.8119917,-6.8824253,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-6,6300.0,1689.0,5700.0,788.0,1064.0,1441.0,6.0,205.0,157.7,148.0,13.18,7.6938205,9.9636755,-1.819857,-6.914557,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-7,6400.0,1658.0,6000.0,739.0,1093.0,1440.0,6.0,208.0,163.0,149.7,13.3,7.800551,9.835464,-1.7875395,-6.9254036,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc-3gr4-8,6210.0,1602.0,9000.0,705.0,1124.0,1452.0,6.0,209.0,158.1,148.6,12.22,7.800102,9.430341,-1.8063185,-6.8973417,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-1,7730.0,1445.0,2000.0,653.0,1289.0,850.0,30.7,111.8,122.0,119.2,10.4,8.907769,9.973964,-2.0452158,-7.2814507,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-2,8240.0,1359.0,2000.0,677.0,1307.0,910.0,6.0,130.0,124.1,116.7,11.49,8.226794,9.658591,-2.0402029,-7.287104,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-3,8450.0,1286.0,2000.0,609.0,1200.0,911.0,6.0,126.7,126.2,119.5,12.77,8.321838,9.840549,-2.0363643,-7.3169947,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-4,8960.0,1251.0,3200.0,550.0,1278.0,879.0,6.0,134.0,130.9,124.7,12.18,7.9516954,9.58632,-2.1623201,-6.855007,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-5,8370.0,1134.0,3700.0,496.0,1215.0,872.0,6.0,125.0,122.6,117.2,13.08,7.742523,9.729194,-2.1641872,-6.8250003,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-6,8640.0,1011.0,3700.0,455.0,1320.0,845.0,6.0,125.0,121.7,118.4,11.8,7.8812175,9.53684,-2.1648648,-6.7930107,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-7,8740.0,911.0,3200.0,375.0,1310.0,834.0,6.0,116.9,124.7,118.7,11.94,7.8747134,9.513819,-2.154204,-6.823233,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-8,8970.0,817.0,2000.0,306.0,1313.0,846.0,6.0,111.0,126.7,128.8,11.59,8.065539,9.462904,-2.0284455,-7.3903265,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-9,9220.0,755.0,2000.0,279.0,1346.0,820.0,6.0,116.2,124.8,120.9,11.2,8.004968,9.45015,-1.9927953,-7.4052925,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr4-10,9350.0,639.0,2000.0,267.0,1374.0,819.0,6.0,104.4,122.4,113.4,11.17,8.0594225,9.386101,-1.9998016,-7.3863044,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-1,11030.0,3230.0,3000.0,1476.0,1314.0,907.0,6.0,130.3,122.5,119.9,14.8,8.228431,10.055634,-2.4927793,-6.8942375,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-2,10990.0,3370.0,3700.0,1570.0,1351.0,917.0,6.6,127.4,117.9,118.9,16.2,8.098381,10.095732,-2.721759,-6.722094,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-3,11490.0,3580.0,6300.0,1695.0,1344.0,937.0,6.9,137.0,127.5,119.0,15.36,8.336418,9.996546,-2.7746472,-6.6844873,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-4,10760.0,3610.0,7100.0,1800.0,1335.0,983.0,8.0,137.4,127.4,127.0,16.6,8.360887,10.278527,-2.7823682,-6.675236,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-5,11440.0,3620.0,13700.0,1791.0,1400.0,940.0,6.0,142.0,123.7,118.8,16.5,7.9413314,10.354759,-2.7703693,-6.687612,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-6,11240.0,3620.0,13300.0,1840.0,1402.0,931.0,6.0,137.7,122.7,126.2,14.7,8.079794,9.942185,-2.7703562,-6.6838903,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-7,10440.0,3392.0,7400.0,1818.0,1499.0,926.0,13.2,162.4,125.6,127.1,15.0,8.545734,10.343361,-2.7733316,-6.687232,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnc_2gr2-8,9560.0,3240.0,2000.0,1788.0,1467.0,1000.0,18.4,160.0,132.0,126.0,16.0,8.707595,10.1593485,-2.1408548,-7.203045,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-1,7290.0,459.0,2000.0,100.0,1136.0,1151.0,6.0,160.0,144.8,146.7,8.9,7.9409056,9.097164,-1.7767656,-7.36247,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-2,6450.0,433.0,8300.0,88.6,1125.0,1120.0,6.0,139.1,133.0,141.6,7.75,7.654894,8.969558,-1.4900526,-6.937293,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-3,7130.0,474.0,6900.0,84.0,1185.0,1131.0,6.0,161.0,142.4,142.6,8.8,7.428524,9.024255,-1.5006222,-6.928613,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-4,7140.0,463.0,9300.0,80.1,1186.0,1132.0,6.0,153.0,141.7,145.5,6.48,7.5286193,8.998324,-1.4740608,-6.945358,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-5,7070.0,500.0,8200.0,76.1,1229.0,1136.0,6.0,171.0,134.0,150.0,7.5,7.691067,8.95174,-1.5096418,-6.9212146,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-6,7820.0,499.0,6100.0,75.0,1270.0,1169.0,6.0,181.0,142.5,142.0,8.1,7.64966,9.31362,-1.5202717,-6.91969,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-7,7880.0,511.0,3700.0,60.0,1190.0,1131.0,6.0,197.0,134.8,142.0,8.0,7.6765494,9.190994,-1.4842958,-6.971549,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-8,7930.0,517.0,2800.0,73.2,1193.0,1152.0,6.0,185.0,137.0,137.1,7.21,7.8793273,9.145661,-1.4585469,-7.0052495,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-9,7850.0,540.0,2900.0,82.5,1230.0,1171.0,6.0,184.0,138.6,139.2,8.23,7.388855,9.33748,-1.4626081,-7.001699,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-10,7930.0,550.0,3800.0,91.4,1201.0,1153.0,6.0,186.0,141.1,135.9,7.91,7.3142595,9.238298,-1.4896697,-6.9686646,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-11,7810.0,560.0,3400.0,89.1,1230.0,1134.0,6.0,193.0,136.1,142.8,7.75,7.4312963,9.13167,-1.4898943,-6.9801016,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-12,7850.0,566.0,3100.0,90.1,1220.0,1163.0,6.0,187.0,137.7,137.2,8.16,7.6639266,9.092756,-1.4785732,-6.9751782,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-13,7610.0,544.0,4100.0,99.0,1270.0,1151.0,6.0,193.0,142.8,140.5,7.58,7.5510316,9.295788,-1.4817677,-6.9746885,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-14,7970.0,560.0,2000.0,96.0,1260.0,1157.0,6.0,185.0,141.3,146.5,7.5,7.666023,9.26664,-1.7544521,-7.34013,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-15,7510.0,543.0,3200.0,101.0,1210.0,1105.0,6.0,179.0,140.2,147.0,6.64,7.4597425,9.101619,-1.4822247,-6.989328,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr2-16,7560.0,522.0,2000.0,101.0,1260.0,1113.0,6.0,181.0,138.0,144.0,6.6,7.7264338,9.236797,-1.7347126,-7.318938,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-1,6870.0,907.0,6800.0,486.0,1192.0,1075.0,6.0,167.3,139.3,125.4,7.6,7.605007,9.5024,-1.7761828,-6.8995333,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-2,6920.0,834.0,4200.0,425.0,960.0,1096.0,6.0,185.0,144.3,123.4,8.2,7.607078,9.485371,-1.8361627,-6.889507,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-3,6930.0,698.0,4000.0,342.0,693.0,1130.0,6.0,194.0,145.9,125.2,8.2,8.028763,9.13619,-1.6940145,-6.965193,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-4,6970.0,632.0,2300.0,296.0,544.0,1176.0,6.0,183.0,141.9,117.0,8.5,7.8981605,9.581278,-1.692437,-7.2776613,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-5,6820.0,509.0,2000.0,201.0,522.0,1123.0,6.0,183.0,143.5,114.8,7.28,7.6420984,9.474079,-1.6833062,-7.284072,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-6,6230.0,411.0,2000.0,160.0,558.0,1092.0,6.0,178.0,138.1,110.1,7.1,8.024104,9.022756,-1.6942556,-7.2902927,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-7,6970.0,356.0,3700.0,115.0,662.0,1106.0,6.0,182.0,138.6,110.3,7.6,7.3783298,9.151411,-1.4701751,-7.015148,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-8,7620.0,325.0,2800.0,90.0,730.0,1144.0,6.0,219.0,143.1,109.6,9.0,8.079947,9.082476,-1.4600298,-7.0152655,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-9,6560.0,321.0,4300.0,65.0,543.0,1084.0,6.0,214.0,138.3,114.4,7.5,7.4726486,9.074093,-1.4854794,-6.993599,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-10,6250.0,436.0,3200.0,65.0,377.0,1017.0,6.0,266.0,148.9,114.0,7.0,7.869984,8.937709,-1.4713588,-7.0136967,20
Rodados Negros,IOA,S2,La Cruz et al 2020,Rodados Negros,rnd_gr3-11,6930.0,364.0,2100.0,82.0,311.0,1054.0,6.0,214.0,144.6,116.3,8.12,7.7228546,9.535411,-1.6488459,-7.2382464,20
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_1,7190.0,393.0,7000.0,112.0,954.0,621.0,6.0,74.1,140.1,244.0,1.99,7.7773366,8.414888,17.093807,-7.2363324,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_3,1522.0,222.0,2300.0,56.3,1082.0,260.0,6.0,58.0,133.3,245.0,2.04,8.540289,7.8292375,16.847412,-5.8154225,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_8,2130.0,309.0,2400.0,73.6,976.0,253.0,6.0,52.3,119.8,237.0,1.89,8.296283,7.56779,16.85804,-5.811888,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_1,5470.0,452.0,6200.0,200.0,929.0,477.0,6.0,75.4,137.5,253.0,3.11,7.8110175,8.336533,17.090784,-7.244007,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_4,635.0,442.0,2570.0,215.0,882.0,142.7,6.0,38.7,105.9,231.6,2.63,8.603441,7.7278543,17.098608,-5.818114,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_6,4430.0,509.0,2900.0,198.0,877.0,419.0,6.0,74.1,132.0,249.0,2.32,7.9526625,8.212289,17.055815,-5.8854604,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_1,1420.0,495.0,2000.0,205.0,910.0,233.0,6.0,56.7,121.5,255.0,2.6,8.4160185,8.140251,16.961857,-5.8020678,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_10,3040.0,365.0,2000.0,123.2,813.0,354.0,6.0,66.8,124.0,248.0,2.3,8.052098,7.637247,16.75029,-5.8864007,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-5-tr_1,3610.0,402.0,2000.0,165.6,759.0,345.0,6.0,55.0,106.2,218.6,2.08,8.49463,7.9447846,16.72403,-5.9234796,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-5-tr_2,3900.0,379.0,2000.0,145.6,532.0,436.0,6.0,67.3,109.9,225.0,1.52,8.248399,7.6012163,16.703161,-5.893797,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-5-tr_4,3650.0,477.0,2800.0,159.0,787.0,77.0,6.0,41.0,122.1,239.0,1.55,8.181075,7.700328,16.971138,-6.006851,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-5-tr_6,2890.0,349.0,2000.0,137.1,802.0,185.0,6.0,40.9,88.6,175.4,2.06,8.241652,7.794968,16.75174,-5.934864,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-5-t-3_1,6130.0,607.0,11200.0,222.0,1026.0,190.2,6.0,20.3,146.5,284.0,3.83,7.9085736,8.238397,17.137985,-6.688662,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-5-t-3_2,3190.0,532.0,4400.0,199.0,1003.0,111.9,6.0,25.2,143.3,275.0,2.64,7.889052,8.064034,17.186396,-6.095671,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-5-t-3_3,1990.0,562.0,6700.0,215.0,998.0,111.7,6.0,27.1,123.9,278.0,3.25,8.050664,8.117733,17.190035,-6.031362,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-5-t-3_4,7430.0,688.0,6500.0,224.0,1078.0,622.0,6.0,87.1,156.4,281.0,2.6,7.8329597,8.438223,17.087389,-7.27478,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_1,7330.0,629.0,5900.0,200.0,1016.0,615.0,6.0,80.4,152.3,284.0,2.89,7.739843,8.575549,17.084835,-7.2837067,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_2,7350.0,681.0,10200.0,235.0,1080.0,617.0,6.0,88.0,151.5,287.0,2.99,7.5572305,8.585509,17.086414,-7.2908444,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_3,6650.0,679.0,17600.0,250.0,1014.0,523.0,6.0,83.2,145.9,269.0,3.56,7.7334237,8.668208,17.072884,-7.3060937,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_4,1580.0,64.7,2000.0,17.7,856.0,216.0,6.0,34.8,91.2,199.2,1.0,8.680214,7.185269,16.883974,-4.506336,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_5,7710.0,78.9,6100.0,27.8,834.0,746.0,6.0,95.4,148.4,229.3,1.0,8.011849,7.3918085,17.099672,-4.115571,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_6,7980.0,79.8,5600.0,27.8,847.0,746.0,6.0,92.6,142.2,217.0,1.0,8.115545,7.5317764,17.07052,-4.169835,17
San Vicente Alto,IOA,S1,La Cruz et al 2020,San Vicente Alto,el-va-sample-1-gr-8_7,7040.0,64.4,2000.0,28.0,794.0,698.0,6.0,81.8,140.8,214.8,1.0,8.258556,7.2523956,16.873114,-4.511556,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_1,8580.0,832.0,8700.0,294.0,1054.0,552.0,6.0,84.5,154.0,293.0,3.35,7.9165325,8.553306,17.096924,-7.2993145,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_2,8450.0,908.0,13300.0,328.0,1095.0,646.0,6.0,90.3,152.1,291.0,4.02,7.8422303,8.747415,17.081247,-7.285607,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_3,8520.0,923.0,14000.0,312.0,1034.0,637.0,6.0,80.1,152.1,276.0,3.54,7.7923074,8.72273,17.086706,-7.2905903,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_4,8290.0,933.0,9300.0,341.0,1012.0,600.0,6.0,81.5,149.8,279.0,3.34,7.6226726,8.68819,17.071386,-7.2849584,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_5,8480.0,973.0,7200.0,343.0,1034.0,617.0,6.0,88.1,151.0,283.0,3.2,7.5385194,8.637902,17.07605,-7.288346,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_6,8360.0,974.0,3300.0,346.0,1014.0,591.0,6.0,83.4,151.3,278.6,3.33,7.6925077,8.840955,17.077286,-7.2882385,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_7,8320.0,935.0,2600.0,340.0,1030.0,601.0,6.0,85.8,145.6,269.7,2.98,8.048684,8.594171,17.063498,-7.2814574,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_8,8500.0,956.0,5600.0,332.0,1043.0,639.0,6.0,90.2,145.5,259.0,2.99,7.782001,8.765011,17.080591,-7.2877507,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-3-gr-5_9,8160.0,890.0,6700.0,350.0,1093.0,613.0,6.0,90.9,142.7,280.0,4.07,7.805363,8.886059,17.081793,-7.2876205,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_1,1740.0,571.0,4700.0,180.0,937.0,158.0,6.0,29.3,143.4,254.0,2.63,8.136537,8.067908,17.171848,-5.919455,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_2,638.0,634.0,4370.0,203.3,847.0,243.0,6.0,57.2,144.0,256.2,2.37,8.110941,7.9721894,17.126522,-5.847702,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_3,832.0,589.0,3500.0,206.0,804.0,120.7,6.0,27.5,105.6,218.0,2.01,8.183549,7.662562,17.14413,-5.852303,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_4,791.0,552.0,3740.0,189.0,868.0,184.7,6.0,44.5,113.9,241.0,2.28,8.0614395,7.6279464,17.145561,-5.814038,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_5,1018.0,565.0,4700.0,201.0,936.0,155.0,6.0,46.8,105.8,240.0,2.27,8.174246,7.7738123,17.146244,-5.8707905,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_6,180.0,523.0,2650.0,179.0,884.0,47.9,6.0,40.7,83.6,224.0,2.75,8.844273,7.8238573,17.140379,-5.8018746,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_7,970.0,565.0,2930.0,176.0,891.0,38.7,6.0,21.2,78.6,208.0,2.53,8.710896,7.9034696,17.157494,-5.854749,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_8,767.0,558.0,4700.0,150.7,879.0,53.7,6.0,18.5,82.0,200.3,2.53,8.353218,7.724314,17.18381,-5.85623,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_9,547.0,595.0,6500.0,161.0,936.0,75.9,6.0,37.9,111.6,232.0,2.92,8.308253,7.8282657,17.223564,-5.828562,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-1_10,301.0,563.0,4500.0,134.0,896.0,94.6,6.0,44.8,89.3,187.0,2.4,8.592998,7.969749,17.212814,-5.8099203,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_2,4480.0,196.0,2600.0,49.4,953.0,407.0,6.0,56.1,148.0,272.0,1.54,8.18432,7.2837434,16.753628,-5.7880235,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_4,1136.0,209.3,2300.0,51.8,1005.0,220.7,6.0,52.7,122.8,239.0,2.26,8.418241,7.6974063,16.858156,-5.8179774,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_5,3000.0,257.0,4000.0,69.7,989.0,313.0,6.0,61.0,123.6,225.0,1.69,7.8323464,7.484659,16.997059,-5.8439684,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_6,1900.0,256.0,3700.0,63.7,939.0,182.0,6.0,36.5,114.9,236.0,1.68,8.3098135,7.3574505,17.046415,-5.8596196,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-t-1gr-4_7,1351.0,238.0,3370.0,60.3,1013.0,345.0,6.0,58.4,117.5,232.0,2.05,8.387302,7.8619814,17.00265,-5.831201,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_2,917.0,426.0,2690.0,176.0,894.0,225.0,6.0,57.4,127.9,251.0,2.21,8.269123,7.9193068,17.10568,-5.809631,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_3,1560.0,444.0,2900.0,218.0,892.0,287.0,6.0,72.9,128.5,251.0,2.93,7.9554706,7.806149,17.089554,-5.8517485,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_5,2690.0,504.0,4300.0,219.0,911.0,261.0,6.0,44.9,118.4,245.0,2.54,7.7737393,7.9964437,17.109001,-5.881219,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-3_7,2920.0,486.0,3600.0,206.0,855.0,344.0,6.0,66.9,120.7,257.0,2.16,8.321675,8.067756,17.078173,-5.8897142,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_2,750.0,469.0,2230.0,201.0,886.0,127.6,6.0,27.5,82.7,245.0,2.37,8.713049,7.7450027,17.105953,-5.8142786,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_3,559.0,566.0,2340.0,218.0,850.0,210.0,6.0,59.2,99.9,226.0,2.6,8.452911,7.889236,17.03035,-5.797386,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_4,1690.0,600.0,4300.0,206.0,892.0,268.0,6.0,62.5,108.0,223.0,2.24,7.9924645,8.122135,17.099333,-5.8719544,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_5,1320.0,505.0,3300.0,195.0,891.0,310.0,6.0,73.6,132.0,268.0,2.68,8.393497,8.088875,17.082434,-5.876021,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_6,1550.0,445.0,3900.0,183.0,894.0,281.0,6.0,74.7,116.9,231.0,2.8,7.9739017,7.9778786,17.074326,-5.866574,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_7,827.0,392.0,2640.0,152.2,834.0,144.1,6.0,28.7,83.0,244.0,2.45,8.655402,7.7887235,17.116169,-5.8234015,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_8,1106.0,360.0,4000.0,154.0,797.0,252.0,6.0,57.0,103.0,206.0,2.47,8.382779,7.8284383,17.104519,-5.833101,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-2-gr-4_9,1104.0,399.0,2200.0,155.4,834.0,299.0,6.0,60.9,113.2,239.0,2.37,8.322785,7.460874,16.95022,-5.8138556,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-9_1,3430.0,249.0,2300.0,68.2,870.0,225.9,6.0,47.0,117.2,221.0,1.45,8.011417,7.5158377,16.8013,-5.812914,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-9_2,2520.0,247.0,2000.0,61.9,908.0,279.0,6.0,58.3,107.8,250.0,1.04,8.416433,7.4496355,16.753649,-5.7769732,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-9_3,4680.0,252.0,2000.0,69.4,892.0,491.0,6.0,76.0,128.0,237.0,1.2,8.355224,7.6110044,16.729246,-5.8041577,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-9_4,5410.0,299.0,2000.0,94.9,888.0,565.0,6.0,83.1,133.1,249.6,1.54,8.366216,7.980254,16.738922,-5.877443,17
San Vicente Alto,IOA,A,La Cruz et al 2020,San Vicente Alto,el-va-sample-4-gr-9_5,3790.0,334.0,2310.0,100.6,840.0,432.0,6.0,69.8,125.2,243.0,1.0,8.454406,7.741836,16.756952,-5.838712,17
